gene_name,t_stat,fold_change,p_value,p_adjusted
Os03g0261900,3.604812119,0.25559223,0.000519889,0.002370215
Os04g0320100,-0.209033384,-0.027431818,0.834910631,0.893204153
Os04g0384000,-3.303052397,-0.464054968,0.001389016,0.005439834
Os02g0584800,2.233973957,0.393371036,0.028047637,0.067362781
Os11g0456300,-4.2051624,-0.209725687,6.31E-05,0.000390351
Os11g0308600,-0.948398086,-0.404048097,0.34555271,0.484975862
Os01g0962400,-1.890950862,-0.098169133,0.061957562,0.127724987
Os10g0328800,0.108631549,0.017200846,0.913744786,0.945851493
Os11g0572100,-4.789006775,-0.263938689,6.82E-06,5.73E-05
Os03g0270000,1.641707765,0.199558668,0.104259247,0.193091339
Os01g0516900,2.549947306,0.22797093,0.012524211,0.03445312
Os11g0300700,-0.277722513,-0.069843552,0.781883998,0.857190306
Os03g0683800,3.105578262,0.512783298,0.002563396,0.009114083
Os02g0815700,-0.385228977,-0.05432611,0.701007609,0.797224339
Os01g0308600,1.46238393,0.156850423,0.147237589,0.254267223
Os01g0533400,-0.72845477,-0.032106237,0.468290679,0.604947699
Os10g0351400,-1.828451641,-0.107372093,0.070907277,0.142204458
Os12g0127400,-0.41720488,-0.032866808,0.677555837,0.779974494
Os12g0428200,-1.011801193,-0.259551797,0.314437657,0.45278771
Os03g0267700,-4.921179277,-0.26132056,4.04E-06,3.67E-05
Os09g0380200,1.683632045,0.068439746,0.095836329,0.18088061
Os09g0341500,1.770542328,0.484874207,0.080138127,0.157140319
Os08g0122700,0.335486196,0.024085624,0.738065664,0.825803157
Os07g0452100,-0.725284378,-0.028886364,0.47022314,0.606451216
Os03g0719500,-1.507983364,-0.107370507,0.135180159,0.23761882
Os02g0129900,2.409952625,0.143031712,0.018060454,0.046710796
Os02g0445600,10.12369264,1.784582452,2.25E-16,2.20E-13
Os02g0649700,-1.064230112,-0.067257135,0.290168079,0.42676556
Os10g0490200,-1.590182875,-0.413419662,0.115419519,0.209629605
Os04g0509100,-2.055092511,-0.109757928,0.042867856,0.094845006
Os04g0680700,4.051541609,0.181065539,0.00011023,0.000629805
Os11g0473100,-0.112176839,-0.005977273,0.910941501,0.944302736
Os11g0606600,-0.447262662,-0.060361522,0.655796515,0.764029709
Os12g0138100,-5.274022456,-0.626093023,9.63E-07,1.09E-05
Os06g0198000,-1.506564952,-0.843858351,0.135543151,0.238060925
Os02g0242900,0.989012673,0.042360465,0.325398458,0.464560107
Os06g0320700,0.002858011,0.000189218,0.997726181,0.998624147
Os04g0689700,0.048767146,0.004000529,0.961216598,0.97632866
Os11g0605100,0.582882328,0.240564482,0.561479681,0.686868757
Os11g0153000,-4.074841428,-0.540832452,0.000101364,0.000584799
Os11g0180600,-1.166944869,-0.141735201,0.246419882,0.377353312
Os11g0446000,-8.832278307,-0.843100951,9.87E-14,2.26E-11
Os01g0168600,1.138171084,0.048359937,0.258172339,0.390500981
Os03g0597800,2.671472612,0.276819767,0.009013196,0.026245612
Os01g0793900,2.123643407,0.618883721,0.036537789,0.083659059
Os09g0483300,0.466751122,0.090422304,0.6418442,0.752355149
Os01g0856600,0.061412709,0.005006342,0.951171335,0.969772141
Os11g0658800,8.566619359,1.362118922,3.45E-13,5.93E-11
Os04g0129200,-0.309876041,-0.023382664,0.757395937,0.838915237
Os11g0147000,-0.428754826,-0.026995772,0.66916096,0.773789829
Os06g0209700,0.16264969,0.016459831,0.871171294,0.918075288
Os03g0282800,1.407996437,0.091459831,0.16269393,0.275055154
Os03g0602400,-2.842822442,-0.141523784,0.005570577,0.017635083
Os03g0238000,0.681350903,0.028973573,0.497458385,0.630653555
Os06g0635500,-0.739526279,-0.095985729,0.46157743,0.59886821
Os03g0804200,2.343183246,0.549389535,0.021399705,0.053801829
Os09g0479500,-0.279614285,-0.018702431,0.780436852,0.856011679
Os02g0307600,0.108960546,0.051799154,0.913484599,0.945660116
Os02g0496500,-4.612399943,-0.421694503,1.36E-05,0.000102674
Os07g0137000,-0.954410078,-0.167450317,0.342519348,0.482253676
Os01g0120700,0.084599272,0.007986258,0.932774267,0.95849222
Os07g0129300,-0.163832808,-0.007089323,0.870242608,0.91744161
Os05g0226800,0.108188083,0.005624207,0.914095515,0.945888209
Os05g0231900,-0.72719336,-0.055687104,0.469059015,0.605500513
Os06g0217400,-0.688888637,-0.057774841,0.492725649,0.626386592
Os10g0546100,-1.787943012,-0.455725159,0.077265396,0.152678963
Os03g0386800,-2.163544874,-0.225203488,0.033239694,0.077401001
Os11g0684700,-0.036889859,-0.006001057,0.970657303,0.982054374
Os03g0414100,-4.221336907,-0.448332452,5.94E-05,0.000370147
Os06g0129100,-0.554760696,-0.15740222,0.580481203,0.702727827
Os02g0163600,-0.068320796,-0.008315011,0.945686982,0.966169401
Os02g0117800,1.785878287,0.111485729,0.077601741,0.153162183
Os05g0130100,0.429066057,0.024186575,0.668935322,0.773705744
Os05g0478900,0.02208267,0.007040698,0.982432558,0.988567097
Os01g0147300,-2.878399286,-0.273966702,0.005028334,0.016158352
Os01g0594300,9.721026421,1.905638478,1.49E-15,9.64E-13
Os01g0689000,3.725841646,0.356364693,0.000345286,0.001672018
Os07g0123800,1.673164903,0.133168605,0.097885554,0.183883268
Os03g0201100,-1.82714572,-0.103294926,0.071105226,0.142542155
Os04g0301700,1.036043236,0.107663319,0.303051897,0.440573986
Os06g0608500,-2.459800915,-0.094614693,0.015878718,0.041881539
Os06g0517300,-1.455089448,-0.145303911,0.149241741,0.256875487
Os01g0596000,-0.89811958,-0.026646934,0.371599584,0.511219801
Os06g0524700,-0.633608557,-0.084720402,0.52799786,0.657942676
Os02g0585500,-0.411508644,-0.19625,0.681711178,0.783081344
Os03g0321000,-0.739036643,-0.024374736,0.461873162,0.599169676
Os09g0356300,0.343146099,0.013635835,0.732315991,0.821076302
Os07g0596900,1.042015608,0.0627463,0.300290198,0.437795729
Os02g0133200,-0.413834082,-0.035104915,0.680013601,0.781848492
Os04g0503100,-2.953693835,-0.949164376,0.004037215,0.013407902
Os07g0529700,6.566351842,0.504828753,3.60E-09,9.84E-08
Os05g0275700,-0.137992264,-0.006080338,0.890565278,0.930732273
Os02g0715200,1.334984414,0.103669662,0.18536284,0.304715752
Os01g0969700,0.96509938,0.084013742,0.337168948,0.476637876
Os03g0181800,6.442059089,0.889738901,6.28E-09,1.59E-07
Os10g0155100,-1.47327194,-0.445220402,0.144285137,0.250165978
Os02g0604000,2.32908344,0.185425476,0.022171142,0.055368312
Os07g0626700,1.512472799,0.074297569,0.134036283,0.2359591
Os12g0468500,-1.802940711,-0.244486786,0.074858362,0.148772537
Os01g0969200,1.548580559,0.186920719,0.125111195,0.223493337
Os07g0231400,-2.964760369,-0.216536998,0.003907786,0.01304988
Os01g0238600,-6.615745561,-0.269094609,2.88E-09,8.26E-08
Os03g0712900,-4.6654518,-0.383980444,1.11E-05,8.63E-05
Os06g0574100,-0.625951571,-0.241056554,0.532984783,0.662017799
Os05g0501200,0.229247388,0.037430233,0.819214484,0.883164344
Os03g0816900,-3.869486059,-0.205825053,0.000210172,0.001093341
Os06g0332600,1.29103712,0.120128964,0.200109366,0.323316728
Os11g0531800,-0.00366807,-0.000242072,0.997081705,0.998243189
Os09g0394900,-0.311935071,-0.013348573,0.755835897,0.838005462
Os03g0169200,-0.701838385,-0.027096195,0.484652505,0.619337475
Os08g0355500,-0.814767377,-0.256786646,0.41742929,0.556768695
Os03g0177000,2.953439277,0.322999471,0.004040238,0.013413386
Os01g0885700,0.330860574,0.013121036,0.741545002,0.828409853
Os08g0377100,0.772319814,0.029522199,0.442017145,0.580608108
Os10g0465600,3.015873362,0.306244715,0.003358273,0.011447999
Os06g0482200,-2.149905402,-0.091817653,0.0343367,0.07957002
Os10g0576000,0.886512236,0.095320296,0.377784517,0.517594536
Os06g0164400,0.44235284,0.063885307,0.659331196,0.76654853
Os02g0775600,5.876453588,0.560982294,7.54E-08,1.25E-06
Os04g0667600,1.789830155,0.33507611,0.076959037,0.152179614
Os06g0163600,-2.200862609,-0.071941332,0.03039282,0.071983395
Os01g0637400,-2.52353036,-0.20947833,0.013434207,0.036463888
Os02g0532800,-1.770303627,-0.519523256,0.080178141,0.157186178
Os12g0633900,4.449214274,0.18910518,2.54E-05,0.000177809
Os11g0572200,0.622937257,0.103581924,0.534954606,0.663708772
Os03g0701800,-1.439961293,-0.071111786,0.153465634,0.262615682
Os05g0104000,-3.789563624,-0.579587209,0.000277428,0.001389199
Os08g0554100,2.241512121,0.201736786,0.027536448,0.066351517
Os08g0451700,-2.327636502,-0.222268499,0.022251683,0.055530332
Os01g0924300,2.226176784,0.144225159,0.028585125,0.068405847
Os06g0700000,-2.818237051,-0.257645877,0.005976113,0.018675024
Os12g0580900,-4.517687984,-0.349933932,1.96E-05,0.000141206
Os01g0147800,1.589617544,0.189127907,0.115547074,0.209831356
Os04g0414100,-2.267989698,-0.150253964,0.025805137,0.06288755
Os03g0428000,-2.657685806,-0.111406184,0.009360784,0.027090159
Os10g0372800,-3.328220051,-1.015909091,0.001282415,0.005079999
Os07g0267400,-2.096781852,-0.153309989,0.038914621,0.087915921
Os01g0221700,4.429048074,0.214248943,2.74E-05,0.000189942
Os03g0136800,-3.342030443,-0.164065011,0.001227232,0.004898222
Os11g0488100,-0.486247855,-0.082689746,0.628013505,0.741320974
Os03g0681800,-1.989609852,-0.138366808,0.049773416,0.107066639
Os12g0182500,0.443378262,0.056585095,0.658592331,0.766160611
Os07g0491600,0.543429735,0.072324524,0.588223127,0.709229374
Os03g0307800,-0.768948825,-0.047165433,0.44400531,0.582572104
Os01g0945200,-3.156019731,-0.2267463,0.002197177,0.007994399
Os12g0555500,-2.435490076,-0.986858615,0.016911438,0.044214806
Os09g0452900,-0.761967815,-0.159188689,0.448139093,0.586422485
Os09g0387700,0.054122281,0.00366649,0.956961777,0.973541014
Os11g0262600,-0.828712316,-0.039866279,0.409534042,0.549312107
Os03g0859900,3.399066107,0.434085095,0.001022115,0.004202555
Os02g0506400,-3.134430835,-0.124850423,0.002347506,0.008441735
Os04g0154800,-1.364376086,-0.072427061,0.175966659,0.292285165
Os12g0112300,-0.628460626,-0.035369979,0.531347993,0.66082402
Os12g0296900,2.949994514,0.367523784,0.004081355,0.013525988
Os03g0427100,0.655179235,0.070312368,0.514080287,0.646005543
Os02g0307800,4.492339051,0.182187632,2.15E-05,0.000154016
Os08g0143600,0.131085436,0.020634249,0.896010244,0.934666319
Os10g0395000,-1.38630096,-0.112437104,0.169196132,0.283561068
Os03g0418700,7.512876155,0.90605814,4.77E-11,3.04E-09
Os11g0571900,7.752247636,0.628933932,1.57E-11,1.25E-09
Os10g0355800,3.886022785,0.362455603,0.000198352,0.00103871
Os06g0660800,4.863381799,0.33892019,5.08E-06,4.44E-05
Os12g0198000,2.381381024,0.233591438,0.019427983,0.049636651
Os08g0325600,-0.845907933,-0.192862051,0.399923734,0.539971291
Os04g0121800,-1.566065042,-0.093522727,0.120962115,0.217624902
Os03g0738100,-3.36171662,-0.181896934,0.001152418,0.004642078
Os06g0546000,-0.428816771,-0.018682875,0.669116048,0.773769443
Os08g0503000,1.283046464,0.170383192,0.20288181,0.326531262
Os03g0182900,1.717986902,0.487265856,0.089354757,0.170911764
Os07g0648500,1.84726969,0.23869186,0.068105565,0.137702371
Os01g0867800,0.923025102,0.041038055,0.358545871,0.497827008
Os11g0655100,-2.62096069,-0.716174947,0.010346832,0.02949315
Os12g0624800,-7.37618385,-0.418785412,8.98E-11,5.04E-09
Os07g0641200,-3.833048872,-0.259871564,0.000238636,0.001217301
Os02g0605400,-0.377648202,-0.012838795,0.706611312,0.801412006
Os01g0835700,-4.018842325,-0.422773784,0.000123938,0.000697586
Os01g0868300,1.332419739,0.193248414,0.186200317,0.305738053
Os01g0102800,-4.398389603,-0.200618129,3.07E-05,0.000209395
Os04g0109100,1.162607574,0.098170719,0.248166593,0.379393106
Os05g0536900,0.37139139,0.013019027,0.711248576,0.805093874
Os10g0360100,-0.774748127,-0.122322146,0.440588175,0.579047183
Os08g0233300,-2.844612524,-0.248253964,0.00554206,0.017558522
Os10g0104900,3.039213319,0.541920719,0.003131952,0.010784074
Os04g0367200,1.786552026,0.202323467,0.077491855,0.153003789
Os08g0450700,-1.254748571,-0.043024313,0.21292892,0.338951004
Os08g0177300,-5.163991128,-0.288390592,1.51E-06,1.59E-05
Os03g0785500,-3.314251652,-0.186096723,0.001340592,0.005274956
Os07g0597300,0.393083683,0.027929175,0.695218824,0.79335653
Os10g0511600,-5.379662815,-0.433131078,6.21E-07,7.54E-06
Os05g0407500,-4.245029749,-0.453756871,5.45E-05,0.000343266
Os09g0423700,0.700955658,0.036222516,0.48520049,0.619736829
Os02g0760600,-1.030567316,-0.168586681,0.305599081,0.443141323
Os04g0684000,4.83849349,0.444930233,5.61E-06,4.83E-05
Os03g0599500,0.082561212,0.009179175,0.934390021,0.959492027
Os02g0528000,0.131443311,0.006155391,0.89572799,0.934406255
Os01g0701900,-3.275765561,-0.191379493,0.001513956,0.005859554
Os05g0116700,-3.327657824,-0.410859408,0.00128471,0.005086117
Os07g0649400,-0.247247632,-0.048263214,0.805298875,0.87325126
Os09g0525900,5.126547862,0.405424947,1.76E-06,1.81E-05
Os10g0100200,-1.129018387,-0.053705603,0.261992286,0.394601461
Os04g0203500,2.717542483,0.174857822,0.007935071,0.023556049
Os07g0648700,5.358065793,0.462162791,6.80E-07,8.12E-06
Os01g0948500,1.212278101,0.10812685,0.228686425,0.356883701
Os11g0182400,-5.659330297,-0.264145349,1.91E-07,2.76E-06
Os01g0780900,1.237207626,1.244018499,0.219337596,0.346430523
Os01g0641600,0.059496759,0.002770085,0.952692842,0.970711648
Os10g0457700,-5.355023654,-0.271734144,6.88E-07,8.19E-06
Os03g0346900,-2.684565855,-0.146573996,0.00869399,0.0254704
Os09g0411900,0.125420875,0.004780655,0.900479609,0.937741974
Os05g0188600,-4.124352122,-0.244565539,8.47E-05,0.000503117
Os08g0505700,0.257962081,0.009368922,0.797045141,0.866976944
Os05g0277500,1.540290543,0.201362051,0.127117477,0.22640705
Os10g0447200,2.569568323,0.126933404,0.011884663,0.032968782
Os11g0105600,-0.47094348,-0.019969345,0.638859296,0.74991008
Os09g0410400,1.068571838,0.096056554,0.288217366,0.424424763
Os04g0501800,3.527675343,0.23617019,0.000671833,0.002947791
Os03g0676100,-1.603357884,-0.148184461,0.112478634,0.205310788
Os11g0249300,1.885306779,0.258483615,0.062724691,0.128924847
Os01g0974600,-0.669522232,-0.051367865,0.504934656,0.637450224
Os04g0116900,-0.945306791,-0.104595137,0.34711919,0.486529879
Os03g0344300,1.666234298,0.075870772,0.099261902,0.185936601
Os04g0420900,-5.506443164,-0.3915037,3.65E-07,4.80E-06
Os06g0647700,-2.671023628,-0.235334567,0.009024328,0.026267241
Os05g0108700,-1.525598517,-0.776207188,0.130735598,0.231224933
Os04g0348300,-1.783069852,-0.430705603,0.078061183,0.153866002
Os07g0242000,0.485627618,0.020352008,0.628451487,0.741683633
Os06g0273500,-7.347745888,-0.541622622,1.02E-10,5.54E-09
Os06g0715000,-2.430269201,-0.114056025,0.017140892,0.044678795
Os01g0585300,6.238704076,1.22020481,1.55E-08,3.38E-07
Os10g0579500,0.990167925,0.127096723,0.324836794,0.464061912
Os04g0343900,0.33058475,0.01140222,0.741752645,0.828453215
Os09g0421100,-1.028303032,-0.032419662,0.306656547,0.444288567
Os01g0880100,-0.940014784,-0.036136892,0.349811509,0.489073944
Os01g0113400,-1.30107469,-0.091871564,0.196666729,0.318917196
Os03g0825800,-3.207281022,-0.348531712,0.001875441,0.007017489
Os02g0669700,-5.724415161,-0.537665962,1.45E-07,2.17E-06
Os08g0290100,0.081886955,0.012122093,0.934924626,0.959728266
Os02g0179600,-6.133397941,-0.898326638,2.46E-08,4.94E-07
Os10g0488800,0.022402521,0.001146142,0.982178149,0.988486451
Os08g0400300,0.587862904,0.066605708,0.558146515,0.684044225
Os01g0968700,-2.966640964,-0.239115486,0.003886177,0.012993014
Os04g0249500,0.254316812,0.042822939,0.799850687,0.869139181
Os08g0171000,-1.705208473,-0.098789641,0.091722374,0.174686408
Os01g0802200,-0.751108215,-0.07295296,0.454613575,0.592434764
Os03g0795400,-3.443415889,-0.190233087,0.000885409,0.00371754
Os12g0298600,0.399441356,0.049110994,0.690546509,0.789442544
Os05g0525700,-0.62076077,-0.032442918,0.536379236,0.664778355
Os01g0232000,-7.278622015,-1.285393235,1.41E-10,7.15E-09
Os01g0106200,3.851333839,0.180829281,0.000223921,0.00115365
Os02g0772100,0.440026522,0.035183932,0.661008672,0.767523722
Os01g0857100,-1.422138738,-0.186348309,0.158559797,0.269544053
Os01g0564400,-1.385422594,-0.46647463,0.169463499,0.283910672
Os03g0655600,-3.523663498,-0.281151867,0.000680786,0.002980621
Os06g0188400,0.675920151,0.031241015,0.50088341,0.633738019
Os05g0191700,-0.808760517,-0.452214588,0.420858149,0.560156686
Os08g0246300,-0.961965874,-0.183942389,0.338731694,0.47825111
Os03g0783700,4.300734055,0.285477273,4.43E-05,0.000288083
Os10g0467600,1.24174245,0.070810782,0.217667425,0.344463983
Os11g0132400,0.572898409,0.032896406,0.568190597,0.69258302
Os01g0921500,6.363658178,0.394531184,8.90E-09,2.10E-07
Os02g0457600,-0.831071526,-0.025866279,0.408207312,0.548050924
Os02g0658900,3.571262174,0.182791226,0.000581471,0.002612337
Os01g0552500,-0.769580573,-0.201708774,0.443632318,0.582271267
Os06g0583900,-0.427262704,-0.019698203,0.670243148,0.774472852
Os07g0302000,-0.861124898,-0.075311311,0.391535349,0.531657278
Os03g0789000,3.787774462,0.262507928,0.000279147,0.001397063
Os02g0144200,-0.439548652,-0.101271142,0.661353473,0.767766658
Os08g0108500,-0.082227969,-0.003176268,0.934654239,0.959592882
Os09g0453500,-4.152071762,-0.25147833,7.66E-05,0.00046172
Os01g0669300,-0.026848751,-0.006877378,0.978641833,0.986748184
Os01g0915600,-2.059507815,-0.148587738,0.042433427,0.094102027
Os01g0708100,1.952322283,0.135174419,0.054114256,0.114613438
Os09g0546100,-0.77654821,-0.127103066,0.439530636,0.578103118
Os02g0485100,2.458172717,0.355540169,0.015946079,0.042031848
Os06g0273200,-3.7280015,-0.446912262,0.000342748,0.001661712
Os06g0274500,-2.346144624,-0.263558668,0.021240735,0.053501752
Os01g0838000,-0.399799178,-0.037547569,0.690283896,0.789307701
Os08g0501300,-0.2132606,-0.014426533,0.831622441,0.890997116
Os12g0577900,0.026857916,0.005674419,0.978634545,0.986748184
Os07g0244600,1.354820552,0.081760571,0.178980986,0.296192677
Os02g0602500,-1.144591005,-0.060338002,0.255516487,0.387579345
Os01g0966300,-1.688746819,-0.212403805,0.094847755,0.179362051
Os02g0226300,-4.531225226,-0.551698203,1.86E-05,0.000135072
Os02g0137700,2.482623499,0.255765328,0.014960943,0.03992494
Os06g0539100,2.136296839,0.089171776,0.035462449,0.081607647
Os01g0716500,-3.116581819,-0.894451374,0.00247897,0.008844956
Os01g0735400,4.278006769,0.340407505,4.82E-05,0.000310448
Os06g0354600,0.719701306,0.160686575,0.473637079,0.609496136
Os01g0225000,-0.736115868,-0.110825053,0.463639498,0.600499746
Os04g0383700,6.198373503,1.108770085,1.85E-08,3.91E-07
Os02g0108500,-0.349653893,-0.018591966,0.727443081,0.81774112
Os02g0128200,-1.64324034,-0.069344609,0.103941136,0.192665629
Os06g0196200,-0.982697529,-0.078701374,0.328480132,0.467780327
Os06g0265900,-2.672188871,-0.162639006,0.008995462,0.026210119
Os08g0520900,2.22123976,0.255881078,0.0289301,0.069096043
Os07g0148800,5.233546155,0.515562896,1.14E-06,1.25E-05
Os05g0376600,0.791916332,0.073407505,0.430562492,0.569332528
Os05g0390800,-0.018104262,-0.003518499,0.985597115,0.990732071
Os05g0160800,3.243067229,0.466162262,0.001677535,0.006388913
Os05g0488100,1.079709474,0.110352008,0.283254497,0.418681679
Os07g0250100,1.760424665,0.06758351,0.081848696,0.159701999
Os05g0226100,-2.488329238,-1.347400106,0.014739054,0.039444144
Os12g0244700,-0.839628321,-0.233056554,0.403417194,0.543136735
Os07g0136800,0.709543983,0.025021142,0.479883493,0.61474506
Os06g0705000,-5.287084809,-0.252759514,9.12E-07,1.04E-05
Os02g0182700,1.036648439,0.083973573,0.302771264,0.440323997
Os08g0205700,0.879800606,0.10460148,0.381390057,0.521526677
Os09g0328800,-0.680363501,-0.113511628,0.498080167,0.631241329
Os10g0395400,3.303987725,1.257158562,0.00138491,0.005426001
Os09g0508000,5.899073811,0.546484672,6.83E-08,1.15E-06
